"","dataname","Name","Competition","Round","Distance","InHandx","InHandy","OutHand1x","OutHand1y","OutHand2x","OutHand2y","OutHand3x","OutHand3y","Angle1","Angle2","Angle3","AngleAvg","HVel1","VVel1","HVel2","VVel2","HVel3","VVel3","HVelAvg","VVelAvg","RVel1","RVel2","RVel3","RVelAvg","RVelfromAvg","DUTurn1","DUTurn2","DUTurn3","DUTurn4","Turn1Single","Turn1Double","Turn2Single","Turn2Double","Turn3Single","Turn3Double","Turn4Single","Turn4Double","Turn1","Turn2","Turn3","Turn4","TotalTime","Turn1SinglePC","Turn1DoublePC","Turn2SinglePC","Turn2DoublePC","Turn3SinglePC","Turn3DoublePC","Turn4SinglePC","Turn4DoublePC","Turn1PC","Turn2PC","Turn3PC","Turn4PC"
"59","Louise Mendes_NationalChampionships2019v2","Louise Mendes","NationalChampionships2019v2",5,"49.46",881,491,NA,NA,976,578,1025,619,NA,NA,39.92,39.92,NA,NA,NA,NA,17.76,NA,17.76,NA,NA,NA,23.16,23.16,23.16,0.32,0.26,0.22,0.32,0.34,0.46,0.22,0.36,0.22,0.28,0.24,0.32,0.8,0.58,0.5,0.56,2.44,14,19,9,15,9,11,10,13,33,24,20,23
"60","Louise Mendes_NationalChampionships2019v2","Louise Mendes","NationalChampionships2019v2",6,"X",972,558,1021,596,1067,636,1113,676,37.79,41.01,41.01,39.94,17.76,NA,16.67,NA,16.67,NA,17.03,NA,22.47,22.09,22.09,22.22,22.21,0.32,0.26,0.24,0.3,0.34,0.44,0.24,0.34,0.22,0.32,0.24,0.3,0.78,0.58,0.54,0.54,2.44,14,18,10,14,9,13,10,12,32,24,22,22
"61","Ned Weatherly_NationalChampionships2019v2","Ned Weatherly","NationalChampionships2019v2",1,"60.21",899,528,952,573,1007,616,1061,662,40.33,38.02,40.43,39.59,17.88,NA,18.55,NA,18.21,NA,18.21,NA,23.45,23.55,23.92,23.64,23.63,0.24,0.22,0.2,0.27,0.28,0.34,0.2,0.26,0.22,0.26,0.22,0.27,0.62,0.46,0.48,0.49,2.05,14,17,10,13,11,13,11,13,30,22,23,24
"62","Ned Weatherly_NationalChampionships2019v2","Ned Weatherly","NationalChampionships2019v2",2,"X",982,616,1029,657,1077,701,1123,741,41.1,42.51,41.01,41.54,15.85,NA,16.19,NA,15.52,NA,15.85,NA,21.03,21.96,20.57,21.19,21.18,0.26,0.22,0.2,0.28,0.24,0.32,0.22,0.28,0.2,0.24,0.24,0.28,0.56,0.5,0.44,0.52,2.02,12,16,11,14,10,12,12,14,28,25,22,26
"63","Ned Weatherly_NationalChampionships2019v2","Ned Weatherly","NationalChampionships2019v2",3,"60.94",908,550,962,598,1018,644,1074,689,41.63,39.4,38.78,39.94,18.21,NA,18.89,NA,18.89,NA,18.66,NA,24.36,24.45,24.23,24.35,24.34,0.22,0.2,0.2,0.29,0.24,0.35,0.19,0.26,0.2,0.22,0.24,0.29,0.59,0.45,0.42,0.53,1.99,12,18,10,13,10,11,12,15,30,23,21,27
"64","Ned Weatherly_NationalChampionships2019v2","Ned Weatherly","NationalChampionships2019v2",4,"62.52",942,570,999,618,1056,664,1112,710,40.1,38.9,39.4,39.47,19.23,NA,19.23,NA,18.89,NA,19.12,NA,25.14,24.71,24.45,24.77,24.77,0.2,0.22,0.2,0.29,0.26,0.3,0.18,0.24,0.22,0.24,0.22,0.29,0.56,0.42,0.46,0.51,1.95,13,15,9,12,11,12,11,15,29,22,24,26
"65","Ned Weatherly_NationalChampionships2019v2","Ned Weatherly","NationalChampionships2019v2",5,"60.97",946,484,1006,528,1066,572,1125,616,36.25,36.25,36.71,36.4,20.24,NA,20.24,NA,19.9,NA,20.13,NA,25.1,25.1,24.82,25.01,25.01,0.24,0.21,0.18,0.3,0.26,0.33,0.19,0.26,0.2,0.22,0.24,0.3,0.59,0.45,0.42,0.54,2,13,16,10,13,10,11,12,15,30,22,21,27
"66","Ned Weatherly_NationalChampionships2019v2","Ned Weatherly","NationalChampionships2019v2",6,"59.91",944,584,998,629,1053,674,1107,717,39.81,39.29,38.53,39.21,18.21,NA,18.55,NA,18.21,NA,18.32,NA,23.71,23.97,23.28,23.65,23.64,0.23,0.2,0.22,0.29,0.25,0.31,0.2,0.25,0.19,0.26,0.22,0.29,0.56,0.45,0.45,0.51,1.97,13,16,10,13,10,13,11,15,28,23,23,26
"67","Ned Weatherly_OceaniaChampionships2019v2","Ned Weatherly","OceaniaChampionships2019v2",1,"67.85",799,539,877,605,953,670,1029,738,40.24,40.54,41.82,40.87,22.57,NA,21.99,NA,21.99,NA,22.18,NA,29.57,28.94,29.51,29.34,29.33,0.22,0.24,0.22,0.28,0.26,0.29,0.21,0.26,0.22,0.24,0.22,0.28,0.55,0.47,0.46,0.5,1.98,13,15,11,13,11,12,11,14,28,24,23,25
"68","Ned Weatherly_OceaniaChampionships2019v2","Ned Weatherly","OceaniaChampionships2019v2",2,"62.97",897,658,964,723,1032,791,1099,856,44.13,45,44.13,44.42,19.38,NA,19.67,NA,19.38,NA,19.48,NA,27,27.82,27,27.27,27.27,0.2,0.19,0.18,0.25,0.26,0.3,0.21,0.25,0.22,0.24,0.26,0.25,0.56,0.46,0.46,0.51,1.99,13,15,11,13,11,12,13,13,28,23,23,26
"69","Ned Weatherly_OceaniaChampionships2019v2","Ned Weatherly","OceaniaChampionships2019v2",3,"63.32",883,606,952,670,1018,733,1082,793,42.85,43.67,43.15,43.22,19.96,NA,19.09,NA,18.51,NA,19.19,NA,27.23,26.39,25.37,26.33,26.33,0.2,0.22,0.2,0.28,0.26,0.3,0.2,0.26,0.24,0.25,0.21,0.28,0.56,0.46,0.49,0.49,2,13,15,10,13,12,12,10,14,28,23,24,24
"70","Ned Weatherly_OceaniaChampionships2019v2","Ned Weatherly","OceaniaChampionships2019v2",4,"65.94",968,625,1037,694,1104,757,1174,822,45,43.24,42.88,43.71,19.96,NA,19.38,NA,20.25,NA,19.86,NA,28.23,26.6,27.63,27.49,27.47,0.2,0.2,0.22,0.31,0.26,0.3,0.2,0.28,0.18,0.28,0.2,0.31,0.56,0.48,0.46,0.51,2.01,13,15,10,14,9,14,10,15,28,24,23,25
"71","Ned Weatherly_OceaniaChampionships2019v2","Ned Weatherly","OceaniaChampionships2019v2",5,"X",885,779,948,838,1012,895,1072,950,43.12,41.69,42.51,42.44,18.23,NA,18.51,NA,17.36,NA,18.03,NA,24.98,24.79,23.55,24.44,24.43,0.2,0.2,0.2,0.31,0.26,0.3,0.2,0.28,0.18,0.28,0.2,0.31,0.56,0.48,0.46,0.51,2.01,13,15,10,14,9,14,10,15,28,24,23,25
"72","Ned Weatherly_OceaniaChampionships2019v2","Ned Weatherly","OceaniaChampionships2019v2",6,"65.73",939,625,1007,692,1074,755,1140,819,44.58,43.24,44.12,43.98,19.67,NA,19.38,NA,19.09,NA,19.38,NA,27.62,26.6,26.59,26.94,26.93,0.22,0.2,0.18,0.28,0.25,0.3,0.2,0.27,0.21,0.26,0.2,0.28,0.55,0.47,0.47,0.48,1.97,13,15,10,14,11,13,10,14,28,24,24,24
"73","Sarah Ringrose_CanberraTrackClassic2019v2","Sarah Ringrose","CanberraTrackClassic2019v2",1,"X",837,839,918,905,993,968,1074,1033,39.17,40.03,38.75,39.32,20.37,NA,18.86,NA,20.37,NA,19.87,NA,26.27,24.63,26.12,25.67,25.68,0.24,0.2,NA,NA,0.4,0.35,0.27,0.37,0.27,0.27,NA,NA,0.75,0.64,0.54,NA,1.93,21,18,14,19,14,14,NA,NA,39,33,28,NA
"74","Sarah Ringrose_CanberraTrackClassic2019v2","Sarah Ringrose","CanberraTrackClassic2019v2",2,"51.77",893,891,971,959,1048,1026,NA,NA,41.08,41.03,NA,41.05,19.61,NA,19.36,NA,NA,NA,19.48,NA,26.02,25.66,NA,25.84,25.83,0.28,0.22,NA,NA,0.34,0.35,0.31,0.34,0.28,0.3,NA,NA,0.69,0.65,0.58,NA,1.92,18,18,16,18,15,16,NA,NA,36,34,30,NA
"75","Sarah Ringrose_CanberraTrackClassic2019v2","Sarah Ringrose","CanberraTrackClassic2019v2",3,"X",924,720,996,766,1064,814,1138,857,32.57,35.22,30.16,32.65,18.11,NA,17.1,NA,18.61,NA,17.94,NA,21.49,20.93,21.52,21.31,21.31,0.28,0.24,NA,NA,0.36,0.43,0.31,0.37,0.27,0.34,NA,NA,0.79,0.68,0.61,NA,2.08,17,21,15,18,13,16,NA,NA,38,33,29,NA
"76","Sarah Ringrose_CanberraTrackClassic2019v2","Sarah Ringrose","CanberraTrackClassic2019v2",4,"53.24",961,800,1045,867,1127,933,1212,998,38.58,38.83,37.41,38.27,21.12,NA,20.62,NA,21.38,NA,21.04,NA,27.02,26.47,26.92,26.8,26.8,0.28,0.22,NA,NA,0.36,0.41,0.29,0.33,0.25,0.3,NA,NA,0.77,0.62,0.55,NA,1.94,19,21,15,17,13,15,NA,NA,40,32,28,NA
"77","Sarah Ringrose_CanberraTrackClassic2019v2","Sarah Ringrose","CanberraTrackClassic2019v2",5,"47.42",929,900,1018,959,1101,1019,NA,NA,33.54,35.86,NA,34.7,22.38,NA,20.87,NA,NA,NA,21.62,NA,26.85,25.75,NA,26.3,26.3,0.26,0.22,NA,NA,0.36,0.41,0.29,0.36,0.26,0.32,NA,NA,0.77,0.65,0.58,NA,2,18,20,14,18,13,16,NA,NA,38,32,29,NA
"78","Sarah Ringrose_CanberraTrackClassic2019v2","Sarah Ringrose","CanberraTrackClassic2019v2",6,"50.29",763,743,847,815,931,884,1016,953,40.6,39.4,39.07,39.69,21.12,NA,21.12,NA,21.38,NA,21.21,NA,27.82,27.33,27.54,27.56,27.56,0.28,0.22,NA,NA,0.37,0.35,0.29,0.33,0.31,0.29,NA,NA,0.72,0.62,0.6,NA,1.94,19,18,15,17,16,15,NA,NA,37,32,31,NA
"79","Sarah Ringrose_NationalChampionships2019v2","Sarah Ringrose","NationalChampionships2019v2",1,"48.64",854,576,NA,NA,957,649,1008,686,NA,NA,35.96,35.96,NA,NA,NA,NA,18.49,NA,18.49,NA,NA,NA,22.84,22.84,22.84,0.27,0.19,NA,NA,0.44,0.41,0.31,0.32,0.3,0.34,NA,NA,0.85,0.63,0.64,NA,2.12,21,19,15,15,14,16,NA,NA,40,30,30,NA
"80","Sarah Ringrose_NationalChampionships2019v2","Sarah Ringrose","NationalChampionships2019v2",2,"52.4",878,547,NA,NA,987,623,1043,660,NA,NA,33.45,33.45,NA,NA,NA,NA,20.3,NA,20.3,NA,NA,NA,24.33,24.33,24.33,0.24,0.18,NA,NA,0.4,0.38,0.3,0.35,0.25,0.31,NA,NA,0.78,0.65,0.56,NA,1.99,20,19,15,18,13,16,NA,NA,39,33,28,NA
"81","Sarah Ringrose_NationalChampionships2019v2","Sarah Ringrose","NationalChampionships2019v2",3,"49.71",860,597,NA,NA,966,673,1019,711,NA,NA,35.64,35.64,NA,NA,NA,NA,19.21,NA,19.21,NA,NA,NA,23.64,23.64,23.64,0.24,0.2,NA,NA,0.4,0.38,0.3,0.34,0.28,0.31,NA,NA,0.78,0.64,0.59,NA,2.01,20,19,15,17,14,15,NA,NA,39,32,29,NA
"82","Sarah Ringrose_NationalChampionships2019v2","Sarah Ringrose","NationalChampionships2019v2",4,"48.4",819,531,868,567,NA,NA,973,643,36.3,NA,NA,36.3,17.76,NA,NA,NA,NA,NA,17.76,NA,22.04,NA,NA,22.04,22.04,0.24,0.24,NA,NA,0.38,0.38,0.28,0.42,0.26,0.32,NA,NA,0.76,0.7,0.58,NA,2.04,19,19,14,21,13,16,NA,NA,37,34,28,NA
"83","Sarah Ringrose_NationalChampionships2019v2","Sarah Ringrose","NationalChampionships2019v2",5,"51.76",853,537,NA,NA,960,615,1013,653,NA,NA,35.64,35.64,NA,NA,NA,NA,19.21,NA,19.21,NA,NA,NA,23.64,23.64,23.64,0.22,0.2,NA,NA,0.36,0.36,0.3,0.36,0.24,0.3,NA,NA,0.72,0.66,0.54,NA,1.92,19,19,16,19,12,16,NA,NA,38,34,28,NA
"84","Sarah Ringrose_NationalChampionships2019v2","Sarah Ringrose","NationalChampionships2019v2",6,"49.77",793,574,845,612,895,650,NA,NA,36.16,37.23,NA,36.69,18.85,NA,18.12,NA,NA,NA,18.48,NA,23.35,22.76,NA,23.05,23.05,0.26,0.18,NA,NA,0.36,0.4,0.28,0.39,0.25,0.29,NA,NA,0.76,0.67,0.54,NA,1.97,18,20,14,20,13,15,NA,NA,39,34,27,NA
"85","Sarah Ringrose_NSWStateChamps2019v2","Sarah Ringrose","NSWStateChamps2019v2",1,"X",620,568,670,609,713,645,756,682,39.35,39.94,40.71,40,18.25,NA,15.69,NA,15.69,NA,16.54,NA,23.6,20.46,20.7,21.59,21.59,0.22,0.2,NA,NA,0.32,0.44,0.26,0.3,0.28,0.36,NA,NA,0.76,0.56,0.64,NA,1.96,16,22,13,15,14,18,NA,NA,39,29,33,NA
"86","Sarah Ringrose_NSWStateChamps2019v2","Sarah Ringrose","NSWStateChamps2019v2",2,"51.76",606,569,656,609,710,652,759,689,38.66,38.53,37.06,38.08,18.25,NA,19.71,NA,17.88,NA,18.61,NA,23.37,25.2,22.41,23.66,23.64,0.26,0.18,NA,NA,0.34,0.44,0.3,0.28,0.28,0.36,NA,NA,0.78,0.58,0.64,NA,2,17,22,15,14,14,18,NA,NA,39,29,32,NA
"87","Sarah Ringrose_NSWStateChamps2019v2","Sarah Ringrose","NSWStateChamps2019v2",3,"X",635,607,683,641,730,674,784,712,35.31,35.07,35.13,35.17,17.52,NA,17.15,NA,19.71,NA,18.13,NA,21.47,20.95,24.1,22.17,22.18,0.24,0.22,NA,NA,0.38,0.36,0.28,0.28,0.3,0.36,NA,NA,0.74,0.56,0.66,NA,1.96,19,18,14,14,15,18,NA,NA,38,29,34,NA
"88","Sarah Ringrose_NSWStateChamps2019v2","Sarah Ringrose","NSWStateChamps2019v2",4,"X",579,544,623,577,669,612,719,652,36.87,37.27,38.66,37.6,16.06,NA,16.79,NA,18.25,NA,17.03,NA,20.08,21.1,23.37,21.52,21.49,0.24,0.18,NA,NA,0.36,0.4,0.3,0.34,0.26,0.28,NA,NA,0.76,0.64,0.54,NA,1.94,19,21,15,18,13,14,NA,NA,39,33,28,NA
"89","Sarah Ringrose_NSWStateChamps2019v2","Sarah Ringrose","NSWStateChamps2019v2",5,"49.1",562,590,616,632,668,673,719,713,37.87,38.25,38.11,38.08,19.71,NA,18.98,NA,18.61,NA,19.1,NA,24.97,24.17,23.65,24.26,24.26,0.22,0.24,NA,NA,0.36,0.44,0.26,0.34,0.28,0.29,NA,NA,0.8,0.6,0.57,NA,1.97,18,22,13,17,14,15,NA,NA,41,30,29,NA
"90","Sarah Ringrose_NSWStateChamps2019v2","Sarah Ringrose","NSWStateChamps2019v2",6,"X",636,650,685,685,733,719,781,753,35.54,35.31,35.31,35.39,17.88,NA,17.52,NA,17.52,NA,17.64,NA,21.97,21.47,21.47,21.64,21.64,0.24,0.24,NA,NA,0.36,0.38,0.26,0.34,0.28,0.36,NA,NA,0.74,0.6,0.64,NA,1.98,18,19,13,17,14,18,NA,NA,37,30,32,NA
"91","Sarah Ringrose_SydneyTrackClassic2019v2","Sarah Ringrose","SydneyTrackClassic2019v2",1,"61.86",653,407,690,435,727,464,763,493,37.12,38.09,38.85,38.02,19.46,NA,19.46,NA,18.93,NA,19.28,NA,24.41,24.73,24.31,24.48,24.47,0.26,0.18,NA,NA,0.38,0.4,0.3,0.28,0.3,0.3,NA,NA,0.78,0.58,0.6,NA,1.96,19,20,15,14,15,15,NA,NA,40,30,31,NA
"92","Sarah Ringrose_SydneyTrackClassic2019v2","Sarah Ringrose","SydneyTrackClassic2019v2",2,"X",587,326,624,355,662,384,699,412,38.09,37.35,37.12,37.52,19.46,NA,19.98,NA,19.46,NA,19.63,NA,24.73,25.13,24.41,24.76,24.75,0.22,0.22,NA,NA,0.38,0.36,0.3,0.32,0.26,0.28,NA,NA,0.74,0.62,0.54,NA,1.9,20,19,16,17,14,15,NA,NA,39,33,28,NA
"93","Sarah Ringrose_SydneyTrackClassic2019v2","Sarah Ringrose","SydneyTrackClassic2019v2",3,"64.01",666,424,698,449,731,474,764,499,38,37.15,37.15,37.43,16.83,NA,17.35,NA,17.35,NA,17.18,NA,21.36,21.77,21.77,21.63,21.63,0.22,0.23,NA,NA,0.36,0.36,0.33,0.31,0.28,0.34,NA,NA,0.72,0.64,0.62,NA,1.98,18,18,17,16,14,17,NA,NA,36,32,31,NA
"94","Sarah Ringrose_SydneyTrackClassic2019v2","Sarah Ringrose","SydneyTrackClassic2019v2",4,"63.7",NA,NA,609,387,648,418,682,447,NA,38.48,40.46,39.47,NA,NA,20.51,NA,17.88,NA,19.2,NA,NA,26.2,23.5,24.85,24.87,0.28,0.22,NA,NA,0.4,0.4,0.28,0.3,0.26,0.32,NA,NA,0.8,0.58,0.58,NA,1.96,20,20,14,15,13,16,NA,NA,41,30,30,NA
"95","Sarah Ringrose_SydneyTrackClassic2019v2","Sarah Ringrose","SydneyTrackClassic2019v2",5,"58.63",613,418,647,447,679,476,712,504,40.46,42.18,40.31,40.98,17.88,NA,16.83,NA,17.35,NA,17.35,NA,23.5,22.71,22.75,22.99,22.98,0.24,0.2,NA,NA,0.36,0.38,0.3,0.26,0.3,0.33,NA,NA,0.74,0.56,0.63,NA,1.93,19,20,16,13,16,17,NA,NA,38,29,33,NA
"96","Sarah Ringrose_SydneyTrackClassic2019v2","Sarah Ringrose","SydneyTrackClassic2019v2",6,"64.02",621,395,660,425,696,453,732,482,37.57,37.87,38.85,38.1,20.51,NA,18.93,NA,18.93,NA,19.46,NA,25.88,23.98,24.31,24.72,24.73,0.26,0.18,NA,NA,0.36,0.4,0.3,0.3,0.28,0.31,NA,NA,0.76,0.6,0.59,NA,1.95,18,21,15,15,14,16,NA,NA,39,31,30,NA
